gisaid_epi_isl,strain,date,host
EPI_ISL_1027476,USA/CA-CZB-19393/2021,2021-01-04,Human
EPI_ISL_578792,USA/LA-EVTL386/2020,2020-06-04,Human
EPI_ISL_500511,USA/MA-UW-MAYO41/2020,2020-03-17,Human
EPI_ISL_1048654,USA/ME-HETL-J1649/2020,2020-12-26,Human
EPI_ISL_542698,USA/TX-HMH-1400/2020,2020-04-13,Human
EPI_ISL_3128559,cat/USA/TX-TAMU-146-20-024806-001/2020,2020-08-21,Felis catus
EPI_ISL_3473406,India/MH-ICMR-MCL_5716_5772/2020,2020-10,Human
EPI_ISL_1523399,Canada/QC-HMR-97204348/2020,2020-05-20,Human
EPI_ISL_1937953,USA/NC-UNCC-000091/2020,2020-09-25,Human
EPI_ISL_1348281,USA/MD-IGS-012105608941A/2021,2021-02-25,Human
EPI_ISL_729936,Nigeria/KT-CV251/2020,2020-05-02,Human
EPI_ISL_632324,mink/Netherlands/NB-EMC-65-2/2020,2020-10-14,Mink
EPI_ISL_1814022,USA/CA-SEARCH-15468/2021,2021-01-13,Human
EPI_ISL_2824121,Canada/QC-1nIRE-U11213919Q/2021,2021-01-12,Human
EPI_ISL_1030862,USA/FL-CDC-LC0010090/2021,2021-01-25,Human
EPI_ISL_3315645,Turkey/HSGM-GF13441/2021,2021-07-31,Human
EPI_ISL_1497600,Thailand/SamutSakhon_CFSM22/2021,2021-01,Human
EPI_ISL_1132314,USA/FL-BPHL-0539/2021,2021-02-05,Human
EPI_ISL_2896210,mink/USA/UT-20-023279-004/2020,2020-08-14,Mink
EPI_ISL_4600416,USA/TN-SPHL-0728/2021,2021,Human
EPI_ISL_523527,Netherlands/un-EMC-771/2020,2020,Human
EPI_ISL_1810941,Belgium/UMONS-CV2088018360/2021,2021-04-16,Human
EPI_ISL_508639,Spain/CT-IBV-005590/2020,2020-03-17,Human
EPI_ISL_3032813,Turkey/HSGM-B17026/2021,2021-06-16,Human
EPI_ISL_804868,USA/DC-DFS-PHL-0076/2020,2020-05-16,Human
EPI_ISL_456753,England/CAMB-1B3214/2020,2020-05-22,Human
EPI_ISL_1611194,USA/MO-CDC-LC0038036/2021,2021-03-28,Human
EPI_ISL_4383956,USA/MN-CDC-IBX511653517158/2021,2021-04-05,Human
EPI_ISL_2984611,Turkey/HSGM-B16823/2021,2021-06-16,Human
EPI_ISL_1439356,Germany/NW-RKI-I-055775/2021,2021-03-20,Human
EPI_ISL_1087260,USA/MD-CDC-QDX21488582/2021,2021-01-26,Human
EPI_ISL_754234,Belarus/VI-RII-MH11358S/2020,2020-10-22,Human
EPI_ISL_1362913,USA/MO-MSPHL-000371/2020,2020-12-16,Human
EPI_ISL_1184669,USA/CA-CZB-24400/2020,2020-12-09,Human
EPI_ISL_1989505,Germany/BE-ChVir-LB-210219-4426/2021,2021-02-10,Human
EPI_ISL_1489866,USA/MO-MSPHL-000553/2020,2020-05-06,Human
EPI_ISL_507783,USA/MI-MDHHS-SC20997/2020,2020-06-04,Human
EPI_ISL_1400985,USA/NY-UB-00526/2021,2021-01-06,Human
EPI_ISL_495519,SouthAfrica/KRISP-0343/2020,2020-06-18,Human
EPI_ISL_1436003,Germany/NI-RKI-I-052618/2021,2021-03-19,Human
EPI_ISL_464779,England/201160037/2020,2020-03-12,Human
EPI_ISL_7856038,USA/CA-CDPH-2000016107/2020,2020-12-16,Human
EPI_ISL_420293,tiger/USA/NY-040420/2020,2020-04-02,Panthera tigris jacksoni
EPI_ISL_5771965,USA/NE-MP_NCOV20-11751/2020,2020-05-05,Human
EPI_ISL_5804775,deer/USA/IA-208107/2020,2020-11-24,Odocoileus virginianus
EPI_ISL_481538,Finland/12A22SVI/2020,2020-04-12,Human
EPI_ISL_1581584,USA/FL-CDC-STM-000043969/2021,2021-03-23,Human
EPI_ISL_2877316,France/IDF-IPP3129/2020,2020-03-20,Human
EPI_ISL_728337,Germany/TH-IIMK-CaSe-16/2020,2020-12-06,Human
EPI_ISL_1134126,USA/PA-CDC-STM-000012450/2021,2021-02-09,Human
EPI_ISL_5155842,USA/NY-P7G1/2021,2021-03-24,Human
EPI_ISL_660236,SouthAfrica/KRISP-K004538/2020,2020-10-18,Human
EPI_ISL_2007591,Canada/Qc-HSJ-U0131118/2020,2020-12-13,Human
EPI_ISL_937250,USA/NY-NYCPHL-002788/2021,2021-01-24,Human
EPI_ISL_1226239,USA/CA-CDC-2-3926160/2021,2021-02-01,Human
EPI_ISL_1463933,Germany/HH-HPI-p4212/2021,2021-02,Human
EPI_ISL_8526577,Senegal/196967/2021,2021-07-14,Human
EPI_ISL_2556118,USA/OH-ODH-SC0155584/2020,2020,Human
EPI_ISL_594066,USA/UT-UPHL-201011705/2020,2020-05-29,Human
EPI_ISL_1526252,France/ARA-HCL021056200101/2021,2021-03-25,Human
EPI_ISL_1093614,USA/CA-UCSF-JD570/2021,2021-01-25,Human
EPI_ISL_2454057,France/PAC-IHU-8691_Illu1/2020,2020-03-23,Human
EPI_ISL_540581,England/EXET-137CFC/2020,2020,Human
EPI_ISL_590748,USA/MI-UM-MH27455/2020,2020-03-11,Human
EPI_ISL_428250,USA/CT-Yale-011/2020,2020-03-11,Human
EPI_ISL_522256,USA/UT-02584/2020,2020-04-25,Human
EPI_ISL_2244007,USA/NJ-CDC-ASC210003802/2021,2021-03-08,Human
EPI_ISL_2164317,Canada/ABPHL-04520/2021,2021-01-14,Human
EPI_ISL_5804754,deer/USA/IA-206978/2020,2020-12-28,Odocoileus virginianus
EPI_ISL_5629692,USA/AZ-ASU19150/2021,2021-01-19,Human
EPI_ISL_8327044,USA/AZ-TG973865/2020,2020-09-04,Human
EPI_ISL_553074,England/MILK-97149C/2020,2020-08-18,Human
EPI_ISL_6639379,tiger/USA/MO-21-033928-005/2021,2021-11-04,Panthera tigris
EPI_ISL_1253321,USA/PA-CDC-QDX22358350/2021,2021-02-24,Human
EPI_ISL_710294,USA/CO-CDPHE-2009170196/2020,2020-09-16,Human
EPI_ISL_2658824,Croatia/4100/2021,2021-04-23,Human
EPI_ISL_1030711,USA/KS-CDC-LC0008389/2021,2021-01-19,Human
EPI_ISL_541371,Brazil/SC-FIOCRUZ-771/2020,2020-03-13,Human
EPI_ISL_1803077,USA/MN-CDC-IBX440503948400/2021,2021-04-08,Human
EPI_ISL_2991272,USA/FL-Path-Saliva-830/2021,2021-02,Human
EPI_ISL_2931129,USA/TN-CDC-4183852-001/2021,2021-03-03,Human
EPI_ISL_884044,USA/NY-Wadsworth-21009503-01/2021,2021-01-13,Human
EPI_ISL_1336083,Italy/ABR-IZSGC-161257/2021,2021-03-16,Human
EPI_ISL_2555533,USA/OH-ODH-SC020900RT/2020,2020-03-09,Human
EPI_ISL_4962167,USA/MA-CDC-STM-000029524/2021,2021-03-04,Human
EPI_ISL_2889858,USA/CA-CDPH-3000025313/2021,2021-02-08,Human
EPI_ISL_2678230,USA/UT-UPHL-2105275840/2020,2020-04-21,Human
EPI_ISL_4739548,Sudan/N6785/2020,2020,Human
EPI_ISL_683069,mink/Denmark/mDK-218/2020,2020-11-02,Mink
EPI_ISL_3319068,USA/CA-CDPH-2000026543/2021,2021-01-15,Human
EPI_ISL_523018,mink/Netherlands/NB-EMC-14-25/2020,2020-06-14,Mink
EPI_ISL_3098631,USA/MD-HP07381-PIDHBXWEKP/2020,2020-07-14,Human
EPI_ISL_905935,USA/OR-OHSU-9196/2021,2021-01-05,Human
EPI_ISL_455358,USA/GA-EHC-136H/2020,2020-04-05,Human
EPI_ISL_7577603,USA/CA-CDPH-2000013586/2020,2020-12-16,Human
EPI_ISL_1909696,USA/AZ-TG831970/2020,2020-10-09,Human
EPI_ISL_4977898,Denmark/DCGC-179662/2021,2021-10-04,Human
EPI_ISL_1031899,USA/NC-CDC-LC0010963/2021,2021-01-27,Human
EPI_ISL_2860578,Netherlands/ZH-EMC-2930/2021,2021-05-12,Human
EPI_ISL_901839,Japan/PG-9126/2020,2020-09-21,Human
EPI_ISL_2790848,France/IDF-IPP5569/2020,2020-04-09,Human
EPI_ISL_481527,Finland/10A54S10/2020,2020-04-10,Human
EPI_ISL_1049944,USA/FL-BPHL-0346/2021,2021-01-26,Human
EPI_ISL_683092,mink/Denmark/mDK-105/2020,2020-08-26,Mink
EPI_ISL_849921,USA/UT-UPHL-2101823184/2021,2021-01-07,Human
EPI_ISL_640097,SouthAfrica/NHLS-UCT-GP-5021/2020,2020-04-15,Human
EPI_ISL_1235529,USA/CA-CZB-24798/2020,2020-12-18,Human
EPI_ISL_1234262,USA/CO-CDPHE-2100529372/2021,2021-03-02,Human
EPI_ISL_739016,USA/CA-CZB-14227/2020,2020-11-13,Human
EPI_ISL_500432,Spain/RI-IBV-006001/2020,2020-03-25,Human
EPI_ISL_5765783,Peru/TAC-INS-7981/2021,2021-09-23,Human
EPI_ISL_3671813,USA/CA-CDPH-2000020656/2021,2021-01-03,Human
EPI_ISL_904335,mink/Netherlands/NB-EMC-52-17/2020,2020,Mink
EPI_ISL_1443757,USA/KS-KHEL-0768/2020,2020-10-19,Human
EPI_ISL_641441,mink/Denmark/mDK-48/2020,2020-10-01,Mink
EPI_ISL_523025,mink/Netherlands/NB-EMC-15-3/2020,2020-06-21,Mink
EPI_ISL_641483,mink/Denmark/mDK-91/2020,2020-09-14,Mink
EPI_ISL_7858747,USA/CA-CDPH-2000016447/2020,2020-12-16,Human
EPI_ISL_1170338,Canada/ON-PHL-20-80209/2020,2020-03,Human
EPI_ISL_2000511,USA/FL-CDC-ASC210070904/2021,2021-04-14,Human
EPI_ISL_649899,England/204742183/2020,2020,Human
EPI_ISL_2433921,SouthAfrica/NICD-LR00428/2020,2020,Human
EPI_ISL_2312820,USA/OH-21AM-028CO04388/2021,2021-01-28,Human
EPI_ISL_3050761,mink/Denmark/mDK-832/2020,2020-08-24,Mink
EPI_ISL_983469,USA/NY-Wadsworth-21016156-01/2021,2021-01-27,Human
EPI_ISL_542678,USA/TX-HMH-1371/2020,2020-05-02,Human
EPI_ISL_955527,USA/CA-CZB-17356/2020,2020-11-30,Human
EPI_ISL_440738,England/BRIS-122BAC/2020,2020-04-03,Human
EPI_ISL_4389471,USA/MN-CDC-IBX059528567423/2021,2021-04-03,Human
EPI_ISL_873040,cat/Russia/LEN-RII-22390S/2021,2021-01-08,Felis catus
EPI_ISL_2204563,USA/TX-HMH-MCoV-35936/2020,2020-12-15,Human
EPI_ISL_467619,USA/NM-UNM-00038/2020,2020-03-18,Human
EPI_ISL_5442974,USA/CA-CDPH-2000016498/2020,2020-12-16,Human
EPI_ISL_6581888,USA/CO-CDPHE-2100271739/2021,2021-01-05,Human
EPI_ISL_622956,SouthAfrica/L00193/2020,2020,Human
EPI_ISL_1513839,USA/MN-CDC-LC0032082/2021,2021-03-15,Human
EPI_ISL_471470,pangolin/Guangdong/SM79-9/2019,2019,Manis javanica
EPI_ISL_4962576,USA/FL-CDC-STM-000013703/2021,2021-02-13,Human
EPI_ISL_4878319,deer/USA/OH-OSU-0340/2021,2021-02-25,Odocoileus virginianus
EPI_ISL_979775,USA/CA-CZB-19181/2020,2020-12-08,Human
EPI_ISL_2650631,Italy/PIE-15840900/2021,2021-04-20,Human
EPI_ISL_6863316,Mexico/NLE_IBT_IMSS_4155/2021,2021-11-01,Human
EPI_ISL_983371,USA/UT-UPHL-2102293169/2021,2021-01-27,Human
EPI_ISL_509023,Poland/H_348r/2020,2020-06,Human
EPI_ISL_2616735,USA/WY-WYPHL-20119711/2020,2020-11-04,Human
EPI_ISL_4132626,India/UN-IGIB-505600418041/2021,2021,Human
EPI_ISL_441566,England/CAMB-7D833/2020,2020-04-07,Human
EPI_ISL_7456430,SouthAfrica/NICD-N21371/2021,2021-10-18,Human
EPI_ISL_616654,Denmark/DCGC-2828/2020,2020-08-24,Human
EPI_ISL_437360,USA/MN-MDH-115/2020,2020-03-21,Human
EPI_ISL_626211,Germany/NW-HHU-212/2020,2020-04-14,Human
EPI_ISL_1097303,Turkey/HSGM-D162/2021,2021-02-11,Human
EPI_ISL_3018941,Switzerland/TI-EOC-902_26037114/2021,2021-07-10,Human
EPI_ISL_2390805,Canada/QC-1nIEOQ-7051625288/2021,2021-01-24,Human
EPI_ISL_2102031,Turkey/HSGM-7884/2021,2021-03-09,Human
EPI_ISL_635721,USA/CA-ALSR-2875/2020,2020-08-04,Human
EPI_ISL_1443769,USA/KS-KHEL-0780/2020,2020-10-19,Human
EPI_ISL_1086640,USA/PA-CDC-QDX21606267/2021,2021-01-31,Human
EPI_ISL_5084622,USA/TX-HMH-MCoV-45753/2020,2020-07-31,Human
EPI_ISL_1812891,USA/CA-SEARCH-16796/2021,2021-02-08,Human
EPI_ISL_1443180,lion/Spain/CT-ZooBarcelona-CR-158-10-IrsiCaixaP002TH1H3/2020,2020-11-10,Panthera leo
EPI_ISL_677285,USA/CO-CDPHE-2009051621/2020,2020-09-03,Human
EPI_ISL_710044,USA/TX-DSHS-1667/2020,2020-06-24,Human
EPI_ISL_1014944,mink/USA/WI-CDC-3892848-001/2020,2020-10-15,Mink
EPI_ISL_5443404,USA/CA-CDPH-2000014383/2020,2020-12-14,Human
EPI_ISL_555707,England/ALDP-944799/2020,2020-06-07,Human
EPI_ISL_2891169,USA/CA-CDPH-3000028861/2021,2021-03-04,Human
EPI_ISL_2157362,Haiti/34019/2020,2020-11-10,Human
EPI_ISL_6331732,France/PAC-IHU-37771-Nova1M/2021,2021-10,Human
EPI_ISL_468075,Bangladesh/CHRF-0007/2020,2020-05-14,Human
EPI_ISL_5142885,UnitedArabEmirates/BTC-4568/2021,2021-01-09,Human
EPI_ISL_1073816,USA/KS-KHEL-0232/2020,2020-11-03,Human
EPI_ISL_1909488,USA/AZ-TG832219/2020,2020-10-23,Human
EPI_ISL_883001,USA/MD-MDH-0650/2021,2021-01-12,Human
EPI_ISL_3689706,India/AP-CCMB-CIA7217/2021,2021-06-28,Human
EPI_ISL_6366497,USA/FL-BPHL-13603/2021,2021-01-22,Human
EPI_ISL_739250,USA/CA-CZB-14859/2020,2020-11-23,Human
EPI_ISL_1228020,USA/NY-Wadsworth-21025051-01/2021,2021-02-22,Human
EPI_ISL_538157,Spain/AN-IBV-98001788/2020,2020-04-04,Human
EPI_ISL_3032800,Turkey/HSGM-B16961/2021,2021-06-15,Human
EPI_ISL_469575,England/BRIS-127ECC/2020,2020-04-16,Human
EPI_ISL_925335,mink/USA/MI-CDC-3886720-001/2020,2020-10-14,Mink
EPI_ISL_631589,USA/NY-NYCPHL-000096/2020,2020-03-23,Human
EPI_ISL_1075916,USA/TX-HMH-MCoV-21470/2021,2021-01-07,Human
EPI_ISL_654747,USA/TX-DSHS-1234/2020,2020-04-30,Human
EPI_ISL_2715728,USA/NY-PRL-2021_0623_52N06/2021,2021-01-29,Human
EPI_ISL_5923110,Italy/CAM-TIGEM-IZSM-COLLI-20679/2021,2021-10-06,Human
EPI_ISL_2984599,Turkey/HSGM-B16797/2021,2021-06-16,Human
EPI_ISL_1201091,India/KL-ICMR-3580/2020,2020-03,Human
EPI_ISL_3333729,USA/MT-UMGC-00185/2020,2020-10-23,Human
EPI_ISL_722414,mink/Netherlands/NB-EMC-67-1/2020,2020-10-21,Mink
EPI_ISL_925345,mink/USA/MI-CDC-3886602-001/2020,2020-10-14,Mink
EPI_ISL_8809983,SaintKittsandNevis/115410/2022,2022-01-04,Human
EPI_ISL_1163397,USA/VA-CDC-LC0015593/2021,2021-02-10,Human
EPI_ISL_500460,Brazil/PE-FIOCRUZ-IAM08/2020,2020-04-07,Human
EPI_ISL_942298,USA/WI-WSLH-202082/2020,2020-12-14,Human
EPI_ISL_577767,mink/Netherlands/NB-EMC-33-5/2020,2020-08-17,Mink
EPI_ISL_6425282,deer/USA/IA-204669/2020,2020-12-09,Odocoileus virginianus
EPI_ISL_571600,USA/IL-QDX-831/2020,2020-03-14,Human
EPI_ISL_1586050,Iceland/997/2020,2020-03-23,Human
EPI_ISL_3315627,Turkey/HSGM-GF13423/2021,2021-07-30,Human
EPI_ISL_1322452,USA/KS-KHEL-0556/2020,2020-11-18,Human
EPI_ISL_925348,mink/USA/MI-CDC-3886693-001/2020,2020-10-14,Mink
EPI_ISL_2896972,USA/WI-MCW-CA075/2020,2020-04-01,Human
EPI_ISL_1500853,USA/AZ-TG794524/2020,2020-11-05,Human
EPI_ISL_983487,USA/NY-Wadsworth-21015715-01/2021,2021-01-25,Human
EPI_ISL_1521263,Netherlands/NB-RIVM-22840/2021,2021-03-25,Human
EPI_ISL_864546,Germany/ST-MD120/2020,2020,Human
EPI_ISL_8738952,Scotland/QEUH-319AAE5/2022,2022-01-10,Human
EPI_ISL_2312531,Greece/31300/2020,2020-11-01,Human
EPI_ISL_1340066,USA/PA-CDC-STM-000029067/2021,2021-03-06,Human
EPI_ISL_5440485,USA/CO-CDPHE-2006301048/2020,2020-06-29,Human
EPI_ISL_667079,USA/OR-OHSU-0070/2020,2020-04-23,Human
EPI_ISL_517409,England/LIVE-AA150/2020,2020-03-23,Human
EPI_ISL_1292297,USA/AZ-TG758941/2020,2020-10-22,Human
EPI_ISL_2234187,USA/CA-CDPH617/2020,2020-12-20,Human
EPI_ISL_1655918,France/BRE-IPP07124/2021,2021-03-20,Human
EPI_ISL_738929,USA/CA-CZB-14847/2020,2020-11-20,Human
EPI_ISL_1014943,mink/USA/WI-CDC-3892918-001/2020,2020-10-15,Mink
EPI_ISL_1649293,USA/NY-CDC-ASC210012262/2021,2021-03-18,Human
EPI_ISL_2504311,India/DL-NCDC-1109180/2021,2021-02-23,Human
EPI_ISL_420499,England/20132049202/2020,2020-03-21,Human
EPI_ISL_5021522,Brazil/SP-IB_133183/2021,2021-09-13,Human
EPI_ISL_471235,USA/WI-WSLH-200070/2020,2020-03-16,Human
EPI_ISL_5804747,deer/USA/IA-204473/2020,2020-12-05,Odocoileus virginianus
EPI_ISL_1921123,USA/CA-UCSC-385/2020,2020-11-16,Human
EPI_ISL_436605,USA/WI-UW-311/2020,2020-04-14,Human
EPI_ISL_699507,cat/USA/TX-TAMU-057/2020,2020-07-17,Felis catus
EPI_ISL_553454,England/ALDP-954AAC/2020,2020-06-11,Human
EPI_ISL_2312896,USA/OH-21AM-036CO04370/2021,2021-02-05,Human
EPI_ISL_526977,Egypt/EGY-022/2020,2020-08-14,Human
EPI_ISL_2357997,Norway/Ahus-501/2021,2021-05-13,Human
EPI_ISL_618593,Denmark/DCGC-7659/2020,2020-10-19,Human
EPI_ISL_2204570,USA/TX-HMH-MCoV-35938/2020,2020-12-14,Human
EPI_ISL_676692,USA/NY-Wadsworth-103460-01/2020,2020-05-15,Human
EPI_ISL_538900,England/LEED-2AA3C1/2020,2020-03-30,Human
EPI_ISL_1464988,USA/AZ-TG784860/2020,2020-11-03,Human
EPI_ISL_2782616,USA/CA-CDPH-2000016710/2021,2021-01-02,Human
EPI_ISL_8525495,Senegal/2018/2020,2020-04-01,Human
EPI_ISL_3215166,USA/OR-OSPHL01509/2020,2020-08-10,Human
EPI_ISL_2422751,USA/CA-SEARCH-101311/2021,2021-01-10,Human
EPI_ISL_1303792,USA/TX-HMH-MCoV-29234/2021,2021-01-27,Human
EPI_ISL_683025,mink/Denmark/mDK-174/2020,2020-11-04,Mink
EPI_ISL_5061260,Colombia/TOL-UTP-VG-295/2021,2021-07,Human
EPI_ISL_6211647,USA/CA-CDPH-1002005646/2021,2021-08-21,Human
EPI_ISL_557343,England/MILK-83B7B4/2020,2020-07-16,Human
EPI_ISL_7619338,Canada/QC-1nDJXQ-Q7211104/2021,2021-03-21,Human
EPI_ISL_631464,USA/WI-WSLH-200707/2020,2020-06-26,Human
EPI_ISL_2919362,USA/AZ-TG955854/2020,2020-10-02,Human
EPI_ISL_3055145,France/PAC-IHU-16314-Nova1M/2021,2020-04-12,Human
EPI_ISL_677257,USA/CO-CDPHE-2009051616/2020,2020-09-03,Human
EPI_ISL_2003793,USA/KS-KHEL-1431/2020,2020-08-06,Human
EPI_ISL_5442516,USA/CA-CDPH-2000016513/2020,2020-12-16,Human
EPI_ISL_5804769,deer/USA/IA-208100/2020,2020-11-24,Odocoileus virginianus
EPI_ISL_849425,USA/WA-S3406/2020,2020-12-03,Human
EPI_ISL_1840117,USA/CA-CDC-FG-026499/2021,2021-04-23,Human
EPI_ISL_7857752,USA/CA-CDPH-2000008507/2020,2020-12-09,Human
EPI_ISL_1320527,USA/NC-CDC-LC0023331/2021,2021-03-01,Human
EPI_ISL_420078,Senegal/620/2020,2020-03-20,Human
EPI_ISL_5441880,USA/CA-CDPH-500004424/2021,2021-07-16,Human
EPI_ISL_3671545,USA/CA-CDPH-2000020084/2021,2021-01-04,Human
EPI_ISL_974060,Canada/BC-BCCDC-5501/2020,2020-10-03,Human
EPI_ISL_979794,USA/CA-CZB-19202/2020,2020-12-09,Human
EPI_ISL_2984651,Turkey/HSGM-B16938/2021,2021-06-16,Human
EPI_ISL_5439311,USA/CO-CDPHE-2003190337/2020,2020-03-15,Human
EPI_ISL_4109517,India/HR-HR018/2020,2020,Human
EPI_ISL_1750998,Germany/BY-MVP-000003654/2020,2020-11-24,Human
EPI_ISL_6101898,Niger/20317/21,2021-04-18,Human
EPI_ISL_6088078,lion/USA/UT-21-031970-005/2021,2021-10-20,Panthera leo
EPI_ISL_2003191,USA/KS-KHEL-1409/2020,2020-07-17,Human
EPI_ISL_1655104,France/HDF-20210322v1h11/2021,2021-03,Human
EPI_ISL_979789,USA/CA-CZB-19196/2020,2020-12-08,Human
EPI_ISL_2976029,Canada/QC-1nDJLG-R8112926/2021,2021-02-11,Human
EPI_ISL_1170024,Turkey/HSGM-4304/2021,2021-02-12,Human
EPI_ISL_626345,mink/Denmark/AD6-Farm1/2020,2020-06-14,Mink
EPI_ISL_1040806,SouthAfrica/NHLS-UCT-GS-1881/2020,2020-09-09,Human
EPI_ISL_5156372,USA/NY-P2A10/2021,2021-03-11,Human
EPI_ISL_1532360,USA/AZ-ASU3297/2021,2021-02-02,Human
EPI_ISL_6261987,lion/SouthAfrica/ZARV-ZRU127/2021,2021-06-25,Panthera leo
EPI_ISL_2549658,USA/CO-CDPHE-2003120691/2020,2020-03-12,Human
EPI_ISL_801603,Chile/Santiago-PUC_MVL_0011/2020,2020-03-18,Human
EPI_ISL_544139,USA/TX-HMH-3354/2020,2020-06-14,Human
EPI_ISL_857306,USA/NY-NYCPHL-002072/2020,2020-12-22,Human
EPI_ISL_3722278,SouthAfrica/KRISP-K021321/2021,2021-07-30,Human
EPI_ISL_8619823,mink/Latvia/5341/2021,2021-10-07,Mink
EPI_ISL_1263239,Turkey/HSGM-6403/2021,2021-02-26,Human
EPI_ISL_1586573,Iceland/757/2020,2020-04-08,Human
EPI_ISL_5440510,USA/CO-CDPHE-2007020393/2020,2020-06-30,Human
EPI_ISL_1310960,Netherlands/ZH-EMC-1525/2020,2020,Human
EPI_ISL_832952,USA/ME-HETL-J0649/2020,2020-12-29,Human
EPI_ISL_2193479,USA/NJ-NYGC-NJ-BioR-442-Ampliseq/2020,2020-09-23,Human
EPI_ISL_457857,Kenya/C1351/2020,2020-04-20,Human
EPI_ISL_5442918,USA/CA-CDPH-2000015536/2020,2020-12-15,Human
EPI_ISL_3726122,USA/OR-OHSU-8888/2020,2020-12-31,Human
EPI_ISL_523070,mink/Netherlands/NB-EMC-2-14/2020,2020-04-27,Mink
EPI_ISL_1014973,mink/USA/WI-CDC-3892899-001/2020,2020-10-13,Mink
EPI_ISL_458104,India/GJ-GBRC144/2020,2020-05-06,Human
EPI_ISL_8145732,cat/USA/OH-21-037782-001/2021,2021-12-10,Felis catus
EPI_ISL_5937176,lion/USA/HI-21-031374-001/2021,2021-10-04,Panthera leo
EPI_ISL_5636056,France/PAC-IHU-36769_Nova1/2020,2020-04,Human
EPI_ISL_1372967,USA/KS-USAFSAM-S1246/2021,2021-02-25,Human
EPI_ISL_1211564,Germany/NW-RKI-I-028533/2021,2021-02-23,Human
EPI_ISL_2562963,Canada/SK-NML-503/2020,2020-03-21,Human
EPI_ISL_903425,USA/CA-QDX-4015/2021,2021-01-07,Human
EPI_ISL_451798,Switzerland/ZH-ETHZ-101131/2020,2020-03-30,Human
EPI_ISL_1470061,Estonia/L21022701053/2021,2021-02-27,Human
EPI_ISL_458287,Morocco/OUA677_19/2020,2020-04-23,Human
EPI_ISL_8058361,India/TG-RFCH02554_CIB7407/2021,2021-05-18,Human
EPI_ISL_1203177,USA/TX-HMH-MCoV-17466/2020,2020-11-10,Human
EPI_ISL_904321,mink/Netherlands/NB-EMC-50-22/2020,2020,Mink
EPI_ISL_1202463,USA/TX-HMH-MCoV-16753/2020,2020-11-07,Human
EPI_ISL_3404471,Turkey/HSGM-G17762/2021,2021-06-18,Human
EPI_ISL_5414208,USA/MD-HP11219-PIDJMOGYXA/2020,2020-12-02,Human
EPI_ISL_512723,Australia/WA70/2020,2020-07-03,Human
EPI_ISL_3431350,USA/MA-CDCBI-CRSP_HHN7DU3452JSNORW/2021,2021-08-07,Human
EPI_ISL_2690641,USA/NY-COV-1015/2021,2021-01-14,Human
EPI_ISL_6204713,cat/Latvia/2560/2021,2021-02-25,Felis catus
EPI_ISL_1249513,Wales/PHWC-4D8B93/2021,2021-03-01,Human
EPI_ISL_3612210,Turkey/HSGM-D16662/2021,2021-08-19,Human
EPI_ISL_2631161,USA/OR-OSPHL00968/2020,2020-09-30,Human
EPI_ISL_2246344,USA/MI-MDHHS-SC26898/2020,2020-04-03,Human
EPI_ISL_536998,England/QEUH-961848/2020,2020-07-31,Human
EPI_ISL_683140,mink/Denmark/mDK-291/2020,2020-11-10,Mink
EPI_ISL_886298,USA/OR-CDC-LC0005353/2021,2021-01-08,Human
EPI_ISL_967904,USA/AZ-TG710938/2021,2021-01-12,Human
EPI_ISL_636598,Netherlands/ZH-RIVM-10348/2020,2020-04-30,Human
EPI_ISL_1004219,USA/KS-KHEL-0143/2020,2020-07-28,Human
EPI_ISL_676702,USA/NY-Wadsworth-125467-01/2020,2020-05-30,Human
EPI_ISL_2797707,USA/CA-CDPH-2000031990/2021,2021-01-27,Human
EPI_ISL_571780,USA/MN-QDX-981/2020,2020-03-15,Human
EPI_ISL_1088748,USA/IN-CDC-STM-000011821/2021,2021-02-08,Human
EPI_ISL_8591249,USA/ME-HETL-J11046/2020,2020-12-21,Human
EPI_ISL_635253,Slovenia/10734/2020,2020-03-21,Human
EPI_ISL_441500,England/NOTT-110321/2020,2020-04-11,Human
EPI_ISL_2447896,SouthAfrica/NICD-R21076/2020,2020,Human
EPI_ISL_447142,Belgium/ULG-10157/2020,2020-04-18,Human
EPI_ISL_444845,Denmark/ALAB-SSI-1284/2020,2020-04-02,Human
EPI_ISL_955503,USA/CA-CZB-17326/2020,2020-11-27,Human
EPI_ISL_4109572,India/RJ-R016/2020,2020,Human
EPI_ISL_480846,USA/FL-BPHL-0195/2020,2020-04-03,Human
EPI_ISL_739418,USA/CA-CZB-14852/2020,2020-11-21,Human
EPI_ISL_614534,Denmark/DCGC-922/2020,2020-03-30,Human
EPI_ISL_5886784,lion/PuertoRico/PR-21-31013-001/2021,2021-10-13,Panthera leo
EPI_ISL_509706,USA/WI-CDC-3608208-001/2020,2020-03-24,Human
EPI_ISL_8482882,USA/TX-HMH-MCoV-70098/2021,2021-12-17,Human
EPI_ISL_2990423,USA/FL-Shands-VTM-1256/2021,2021-01,Human
EPI_ISL_4418817,USA/MD-HP09200-PIDKCKUCMM/2020,2020-05-14,Human
EPI_ISL_1915595,Belgium/IPG-285/2021,2021-04-26,Human
EPI_ISL_2013155,USA/MN-CDC-IBX747194273568/2021,2021-04-04,Human
EPI_ISL_1226422,USA/NY-Wadsworth-21019030-01/2021,2021-01-21,Human
EPI_ISL_3032846,Turkey/HSGM-B4442/2021,2021-03-31,Human
